"X1" "X2" "V3"
"1" "ENSMUSG00000036019" "ENSMUSG00000000149" "0.261039968159939"
"2" "ENSMUSG00000036019" "ENSMUSG00000045039" "0.227920063680122"
"3" "ENSMUSG00000114963" "ENSMUSG00000000776" "0.261039968159939"
"4" "ENSMUSG00000114963" "ENSMUSG00000117337" "0.227920063680122"
"5" "ENSMUSG00000001016" "ENSMUSG00000001280" "0.261039968159939"
"6" "ENSMUSG00000001016" "ENSMUSG00000041594" "0.261039968159939"
"7" "ENSMUSG00000044948" "ENSMUSG00000105555" "0.146458846023036"
"8" "ENSMUSG00000044948" "ENSMUSG00000001815" "0.245775705330156"
"9" "ENSMUSG00000044948" "ENSMUSG00000021221" "0.127672799934517"
"10" "ENSMUSG00000056815" "ENSMUSG00000001864" "0.261493317034882"
"11" "ENSMUSG00000056815" "ENSMUSG00000114394" "0.260377009414079"
"12" "ENSMUSG00000074595" "ENSMUSG00000094680" "0.232849314926553"
"13" "ENSMUSG00000074595" "ENSMUSG00000001948" "0.258575342536724"
"14" "ENSMUSG00000074595" "ENSMUSG00000094680" "0.232849314926553"
"15" "ENSMUSG00000094680" "ENSMUSG00000001948" "0.258575342536724"
"16" "ENSMUSG00000107225" "ENSMUSG00000002015" "0.127078398123106"
"17" "ENSMUSG00000107225" "ENSMUSG00000028391" "0.0560171462645274"
"18" "ENSMUSG00000107225" "ENSMUSG00000055799" "0.0294160026170821"
"19" "ENSMUSG00000107225" "ENSMUSG00000022035" "0.150271836234797"
"20" "ENSMUSG00000107225" "ENSMUSG00000059401" "0.0253782179152333"
"21" "ENSMUSG00000107225" "ENSMUSG00000115829" "0.148959059663752"
"22" "ENSMUSG00000004894" "ENSMUSG00000003273" "0.261039968159939"
"23" "ENSMUSG00000004894" "ENSMUSG00000021198" "0.227920063680122"
"24" "ENSMUSG00000082437" "ENSMUSG00000083618" "0.157592354423797"
"25" "ENSMUSG00000082437" "ENSMUSG00000003429" "0.174356407912693"
"26" "ENSMUSG00000082437" "ENSMUSG00000025066" "0.153686011924996"
"27" "ENSMUSG00000082437" "ENSMUSG00000083618" "0.157592354423797"
"28" "ENSMUSG00000083618" "ENSMUSG00000003429" "0.174356407912693"
"29" "ENSMUSG00000083618" "ENSMUSG00000025066" "0.153686011924996"
"30" "ENSMUSG00000022724" "ENSMUSG00000003541" "0.261039968159939"
"31" "ENSMUSG00000022724" "ENSMUSG00000063785" "0.261039968159939"
"32" "ENSMUSG00000092338" "ENSMUSG00000003545" "0.261039968159939"
"33" "ENSMUSG00000092338" "ENSMUSG00000097336" "0.227920063680122"
"34" "ENSMUSG00000084210" "ENSMUSG00000102275" "0.258575342536724"
"35" "ENSMUSG00000084210" "ENSMUSG00000003812" "0.258575342536724"
"36" "ENSMUSG00000019179" "ENSMUSG00000004612" "0.261039968159939"
"37" "ENSMUSG00000019179" "ENSMUSG00000065200" "0.227920063680122"
"38" "ENSMUSG00000087033" "ENSMUSG00000006356" "0.261039968159939"
"39" "ENSMUSG00000087033" "ENSMUSG00000059395" "0.227920063680122"
"40" "ENSMUSG00000100876" "ENSMUSG00000085110" "0.0846155722472926"
"41" "ENSMUSG00000100876" "ENSMUSG00000011752" "0.245225933473011"
"42" "ENSMUSG00000100876" "ENSMUSG00000071796" "0.0734775017758108"
"43" "ENSMUSG00000100876" "ENSMUSG00000084166" "0.0743799715525894"
"44" "ENSMUSG00000023861" "ENSMUSG00000011960" "0.173655709132105"
"45" "ENSMUSG00000023861" "ENSMUSG00000087035" "0.173041499365083"
"46" "ENSMUSG00000023861" "ENSMUSG00000007670" "0.194082427901345"
"47" "ENSMUSG00000092897" "ENSMUSG00000012848" "0.258575342536724"
"48" "ENSMUSG00000092897" "ENSMUSG00000108282" "0.232849314926553"
"49" "ENSMUSG00000073722" "ENSMUSG00000014602" "0.258575342536724"
"50" "ENSMUSG00000073722" "ENSMUSG00000105104" "0.232849314926553"
"51" "ENSMUSG00000020723" "ENSMUSG00000014773" "0.261039968159939"
"52" "ENSMUSG00000020723" "ENSMUSG00000039741" "0.227920063680122"
"53" "ENSMUSG00000029458" "ENSMUSG00000091481" "0.22076920060419"
"54" "ENSMUSG00000029458" "ENSMUSG00000017221" "0.159874332309724"
"55" "ENSMUSG00000029458" "ENSMUSG00000097537" "0.13604814551817"
"56" "ENSMUSG00000095170" "ENSMUSG00000017316" "0.261039968159939"
"57" "ENSMUSG00000095170" "ENSMUSG00000000216" "0.227920063680122"
"58" "ENSMUSG00000032021" "ENSMUSG00000017868" "0.261039968159939"
"59" "ENSMUSG00000032021" "ENSMUSG00000037601" "0.227920063680122"
"60" "ENSMUSG00000050945" "ENSMUSG00000018363" "0.261039968159939"
"61" "ENSMUSG00000050945" "ENSMUSG00000037949" "0.227920063680122"
"62" "ENSMUSG00000105157" "ENSMUSG00000018427" "0.261039968159939"
"63" "ENSMUSG00000105157" "ENSMUSG00000046818" "0.227920063680122"
"64" "ENSMUSG00000102636" "ENSMUSG00000020166" "0.260729979761682"
"65" "ENSMUSG00000102636" "ENSMUSG00000081536" "0.261140817109672"
"66" "ENSMUSG00000033222" "ENSMUSG00000022748" "0.258575342536724"
"67" "ENSMUSG00000033222" "ENSMUSG00000020246" "0.258575342536724"
"68" "ENSMUSG00000110899" "ENSMUSG00000020327" "0.16664746618262"
"69" "ENSMUSG00000110899" "ENSMUSG00000022436" "0.22077146630411"
"70" "ENSMUSG00000110899" "ENSMUSG00000022812" "0.134839495132022"
"71" "ENSMUSG00000042087" "ENSMUSG00000020435" "0.261039968159939"
"72" "ENSMUSG00000042087" "ENSMUSG00000101603" "0.261039968159939"
"73" "ENSMUSG00000098957" "ENSMUSG00000020788" "0.261039968159939"
"74" "ENSMUSG00000098957" "ENSMUSG00000066677" "0.227920063680122"
"75" "ENSMUSG00000109408" "ENSMUSG00000020898" "0.225925650012324"
"76" "ENSMUSG00000109408" "ENSMUSG00000020836" "0.13604814551817"
"77" "ENSMUSG00000109408" "ENSMUSG00000096337" "0.119727236779756"
"78" "ENSMUSG00000112190" "ENSMUSG00000020940" "0.261039968159939"
"79" "ENSMUSG00000112190" "ENSMUSG00000114488" "0.227920063680122"
"80" "ENSMUSG00000097893" "ENSMUSG00000021071" "0.260782281359697"
"81" "ENSMUSG00000097893" "ENSMUSG00000085893" "0.261088548248533"
"82" "ENSMUSG00000118324" "ENSMUSG00000021148" "0.182766682456563"
"83" "ENSMUSG00000118324" "ENSMUSG00000103953" "0.0828164411200958"
"84" "ENSMUSG00000118324" "ENSMUSG00000056883" "0.0817013430647855"
"85" "ENSMUSG00000118324" "ENSMUSG00000030544" "0.0705532883252911"
"86" "ENSMUSG00000118324" "ENSMUSG00000062619" "0.0695380366818042"
"87" "ENSMUSG00000003438" "ENSMUSG00000021193" "0.261039968159939"
"88" "ENSMUSG00000003438" "ENSMUSG00000097622" "0.261039968159939"
"89" "ENSMUSG00000044948" "ENSMUSG00000105555" "0.146458846023036"
"90" "ENSMUSG00000105555" "ENSMUSG00000001815" "0.121445597104502"
"91" "ENSMUSG00000105555" "ENSMUSG00000021221" "0.250398144863024"
"92" "ENSMUSG00000025804" "ENSMUSG00000024856" "0.258575342536724"
"93" "ENSMUSG00000025804" "ENSMUSG00000021326" "0.258575342536724"
"94" "ENSMUSG00000087710" "ENSMUSG00000021702" "0.261039968159939"
"95" "ENSMUSG00000087710" "ENSMUSG00000074006" "0.227920063680122"
